Pillar,Category,Level Description,Level,Impact,DDMType,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Text,CTAButtonTitle,Region,Frequency,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Mktplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Health,Exercise,Optimal health,5,,Diagnostic,421,,Fitness challenge,Take the quiz to find the best fitness challenge for you,"A virtual challenge is the great way to achieve your fitness goal. Anyone can participate no matter the ability, preferred activity, or time-frame. You choose all of the above!",,Do,UK,,Conqueror,https://www.theconqueror.events/quiz-allchallenges-1-q/,All,All,All,https://journals.physiology.org/doi/full/10.1152/japplphysiol.00210.2011,,Conqueror,Company,https://www.theconqueror.events/quiz-allchallenges-1-q/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Advanced brain & body fitness,4,,Diagnostic,422,,Do you need therapy?,Test to see if you could benefit from therapy,Do you feel therapy can help you heal but not sure if you need it? Take this test to help you decide.,,Do,UK,,Mind help,https://mind.help/assessments/therapy-test-do-you-need-a-therapy/,All,All,All,,,Mind help,Content writer,https://mind.help/assessments/therapy-test-do-you-need-a-therapy/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Optimal health,5,,Diagnostic,423,,Mindfulness quiz,Learn more about your trait mindfulness,Trait mindfulness reflects individual differences in general levels of mindfulness across situations and time. Take the quiz to learn more about your trait mindfulness.,,Do,UK,,LDR labs,https://www.idrlabs.com/mindfulness/test.php,All,All,All,https://link.springer.com/article/10.1007/s10615-014-0476-3,,LDR labs,Content writer,https://www.idrlabs.com/mindfulness/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Manage,Money basics,1,,Diagnostic,424,,Check benefits,Make sure you're not missing out by using this service,Most people are entitled to some benefits. Use this tool to check what you could be eligible for.,,Do,UK,,Entitledto,https://www.entitledto.co.uk/benefits-calculator/Intro/Home?cid=a389f917-1212-4bf2-aae2-5b1564e4140b,All,All,All,N/A,,Entitledto,Company,https://www.entitledto.co.uk/benefits-calculator/Intro/Home?cid=a389f917-1212-4bf2-aae2-5b1564e4140b,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Money basics,1,,Diagnostic,425,,Money making traits,Learn your money-making strengths,There are five personality traits that are commonly found among people who are good at making money. Do you have the traits that are typically found among people good at making money?,,Do,UK,,LDR labs,https://www.idrlabs.com/money-making-traits/test.php,All,All,All,https://link.springer.com/article/10.1007/s10551-014-2411-5,,LDR labs,Content writer,https://www.idrlabs.com/money-making-traits/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Manage,Savings & protection,2,,Diagnostic,426,,Set a budget,Help setting a budget to maximise spending efficiency,Use Citizens Advice Bureau's Budgeting tool to help you understand what you’re earning and spending and where you might be able to cut costs.,,Do,UK,,CAB,https://www.citizensadvice.org.uk/debt-and-money/budgeting/budgeting/work-out-your-budget/,All,All,All,N/A,,CAB,Charity,https://www.citizensadvice.org.uk/debt-and-money/budgeting/budgeting/work-out-your-budget/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Savings & protection,2,,Diagnostic,427,,Money attitudes,Learn more about your money beliefs,What are your financial beliefs? Find out by taking this quiz.,,Do,UK,,LDR labs,https://www.idrlabs.com/money-attitudes/test.php,All,All,All,https://link.springer.com/article/10.1007/s10551-014-2411-5,,LDR labs,Content writer,https://www.idrlabs.com/money-attitudes/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Money basics,1,,Diagnostic,428,,Budgeting style quiz,Find the right budgeting approach for you,"Just like people have different taste in fashion, your approach to budgeting will also differ. Understanding your personality and financial goals can steer you towards the right budgeting path.",,Do,UK,,Conversationally,- https://www.ally.com/stories/budget/whats-your-budgeting-style-take-our-quiz/,All,All,All,,,Conversationally,Content writer,- https://www.ally.com/stories/budget/whats-your-budgeting-style-take-our-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Savings & protection,2,,Diagnostic,429,,Calculate insurance,Understand how much life insurance you may need,"Work out the minimum amount of cover, based on your individual circumstances, you may need to make sure your loved ones are looked after financially if the worst happens.",,Do,UK,,Compare the market,https://www.comparethemarket.com/life-insurance/calculator/,All,All,All,N/A,,Compare the market,Company,https://www.comparethemarket.com/life-insurance/calculator/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Manage,Financial security,3,,Diagnostic,430,,Money personality,Learn about your approaches to money,"From what you do with your income to the way you act when your phone bill increases, give honest answers to the questions in this quiz to see your money personality.",,Do,UK,,Barclays,https://barclayslifeskills.com/i-want-to-get-to-grips-with-money-and-fraud/college/money-personality-quiz/,All,All,All,https://link.springer.com/article/10.1007/s10551-014-2411-5,,Barclays,Company,https://barclayslifeskills.com/i-want-to-get-to-grips-with-money-and-fraud/college/money-personality-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial security,3,,Diagnostic,431,,Investment risk quiz,Assess your investment risk tolerance,Want to improve your personal finances? Start by taking this quiz to get an idea of your risk tolerance–one of the fundamental issues to consider when planning your investment strategy.,,Do,UK,,University of Missouri,https://pfp.missouri.edu/research/investment-risk-tolerance-assessment/,All,All,All,,,University of Missouri,Company,https://pfp.missouri.edu/research/investment-risk-tolerance-assessment/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Financial independence,4,,Diagnostic,432,,Pension calculator,Get an estimate of the income you'll get when you retire,"In a few easy steps, this pension calculator can give you an estimate of the income you'll get when you retire. This will include income from pensions, plus the State Pension.",,Do,UK,,Money helper,https://www.moneyhelper.org.uk/en/pensions-and-retirement/pensions-basics/pension-calculator,All,All,All,N/A,,Money helper,Company,https://www.moneyhelper.org.uk/en/pensions-and-retirement/pensions-basics/pension-calculator,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Financial security,3,,Diagnostic,433,,Investment strategies,How to craft the best investment strategy by age,"There is no ""one size fits all"" when it comes to the best investment strategy. Learn how to craft the best investment strategy and why you should think about your portfolio and your money as a whole. ",,Do,UK,,The college investor,https://thecollegeinvestor.com/23934/investment-strategy/,All,All,All,,,The college investor,Content writer,https://thecollegeinvestor.com/23934/investment-strategy/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Financial independence,4,,Diagnostic,434,,Modern wealth quiz,Quiz on your approach to managing money,"Want to know more about your approach to managing money, your spending habits, and how you plan for the future. By taking this short quiz, you’ll get custom tips and resources.",,Do,UK,,Charles Schwab,https://content.schwab.com/modernwealth/?bmac=VEH,All,All,All,https://link.springer.com/article/10.1007/s10551-014-2411-5,,Charles Schwab,Company,https://content.schwab.com/modernwealth/?bmac=VEH,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Manage,Financial independence,4,,Diagnostic,435,,Retirement calculator,Quiz about the lifestyle you’d like in retirement,Take a quiz to learn and understand more about how much you need for the lifestyle you would like during retirement.,,Do,UK,,HSBC,https://retirementcalculator.hsbc.co.uk/quiz,All,All,All,,,HSBC,Company,https://retirementcalculator.hsbc.co.uk/quiz,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Manage,Abundance,5,,Diagnostic,436,,Inheritance tax?,You could pay as much as 40% of everything you leave behind,Use this general guide to estimate whether your estate may be subject to inheritance tax if you were to die today.,,Do,UK,,Which,https://www.which.co.uk/money/tax/tax-calculators/inheritance-tax-calculator-a9llq2b2xnqn,All,All,All,N/A,,Which,Company,https://www.which.co.uk/money/tax/tax-calculators/inheritance-tax-calculator-a9llq2b2xnqn,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Plan,Abundance,5,,Diagnostic,437,,Abundance mindset,Learn about your mindset on abundance,"Abundance mindset tests are often used in business, self-help, personal success, and coaching settings. Take the quiz to see if you have an abundance or scarcity mindset.",,Do,UK,,LDR labs,https://www.idrlabs.com/abundance-mindset/test.php,All,All,All,https://www.pnas.org/doi/abs/10.1073/pnas.1818572116,,LDR labs,Content writer,https://www.idrlabs.com/abundance-mindset/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth,Protect,Abundance,5,,Diagnostic,438,,Define risk attitude,Understand or refresh your attitude to risk,"Having an idea of how much risk you are willing to take will help you make the right investment choices, which in turn may have a impact on returns.",,Do,UK,,Standard Life,https://www.standardlife.co.uk/investments/tools/investment-risk,All,All,All,N/A,,Standard Life,Company,https://www.standardlife.co.uk/investments/tools/investment-risk,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Educational foundation from entry level work/skills assessments,1,,Diagnostic,439,,Skills assessment,Discover your skills and potential future career options,Discover your skills with this tool to help you better understand yourself and to help work out what careers you may enjoy working in.,,Do,UK,,UK Government,https://beta.nationalcareers.service.gov.uk/,All,All,All,N/A,,UK Government,Government Dept,https://beta.nationalcareers.service.gov.uk/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Share,Educational foundation from entry level work/skills assessments,1,,Diagnostic,440,,Co-worker type,Quiz on the type of co-worker that you are,"Do you know what type of co-worker you are? You must have some clue as to how you're perceived at work, but if you want to make certain which type you are, then you need to take this quiz right now!",,Do,UK,,How stuff works,https://play.howstuffworks.com/quiz/what-type-of-coworker-are-you,All,All,All,,,How stuff works,Content writer,https://play.howstuffworks.com/quiz/what-type-of-coworker-are-you,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Up- and Re-skillling,3,,Diagnostic,441,,Learning styles,Discover your learning style,Discover your learning style and personality to help understand how best to approach trying to pick up a new skill.,,Do,UK,,learningsylequiz.com,https://www.learningstylequiz.com/,All,All,All,N/A,,learningsylequiz.com,Company,https://www.learningstylequiz.com/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Share,Up- and Re-skillling,3,,Diagnostic,442,,Communication skills,Learn your strengths in communication,"To be a successful communicator you need to be confident, clear and know how to engage and connect with others effectively. Take the test to see how what your strengths are in communication.",,Do,UK,,High speed training,https://www.highspeedtraining.co.uk/hub/communication-skills-quiz/,All,All,All,https://www.sciencedirect.com/science/article/abs/pii/S1053482209000904,,High speed training,Content writer,https://www.highspeedtraining.co.uk/hub/communication-skills-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Share,Identifying upskill opportunitries,2,,Diagnostic,443,,Communication skills,Take a quiz to see how good you are at communication,"If you want to be an expert communicator, you need to be effective at all points in the communication process. Take the quiz to see how good a communicator you are.",,Do,UK,,Mind tool,https://www.mindtools.com/a3y5cte/how-good-are-your-communication-skills,All,All,All,,,Mind tool,Content writer,https://www.mindtools.com/a3y5cte/how-good-are-your-communication-skills,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Educational foundation from entry level work/skills assessments,1,,Diagnostic,444,,Digital skills test,Test your digital skills,Take a test to understand your level of digital skills better.,,Do,UK,,Europa,https://europa.eu/europass/digitalskills/screen/questionnaire/generic,All,All,All,,,Europa,Content writer,https://europa.eu/europass/digitalskills/screen/questionnaire/generic,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Identifying upskill opportunitries,2,,Diagnostic,445,,Skills healthcheck,Explore your skills with these quizzes and activities,"The skills health check is a set of quizzes and activities designed to help you explore your skills, interests, and motivations.",,Do,UK,,UK Government,https://nationalcareers.service.gov.uk/skills-health-check/home,All,All,All,N/A,,UK Government,Government Dept,https://nationalcareers.service.gov.uk/skills-health-check/home,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Identifying upskill opportunitries,2,,Diagnostic,446,,Career code,Find your vocational interests,"Whether you are just entering the job market, recently unemployed, or simply unhappy with your current job, an assessment of your vocational interests may help you find a more satisfying career.",,Do,UK,,LDR labs,https://www.idrlabs.com/career-code/test.php,All,All,All,https://journals.sagepub.com/doi/abs/10.1177/2156759X0801200209?journalCode=pcxa,,LDR labs,Content writer,https://www.idrlabs.com/career-code/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Share,Advanced learning,4,,Diagnostic,447,,Coaching skills quiz,Help to understand and assess your coaching skills,"Frequent coaching can be beneficial for everyone, when you coach your team effectively, you get to know them better, and help them reach their full potential, and develop your own coaching skills. ",,Do,UK,,Mind tool,https://www.mindtools.com/abncgdd/how-good-are-your-coaching-skills,All,All,All,,,Mind tool,Content writer,https://www.mindtools.com/abncgdd/how-good-are-your-coaching-skills,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Up- and Re-skillling,3,,Diagnostic,448,,Career Matching Test,Take a career assessment to find the career types for you,"The best career tests consider your personality, skills, interests and work-life goals and then point you in the direction of potential career-matches.",,Do,UK,,LDR labs,https://www.thecareerproject.org/know/career-assessments/,All,All,All,https://journals.sagepub.com/doi/abs/10.1177/2156759X0801200209?journalCode=pcxa,,LDR labs,Content writer,https://www.thecareerproject.org/know/career-assessments/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Foundation,Advanced learning,4,,Diagnostic,449,,Coach or mentor?,Do I need a coach or mentor?,Take the quiz to help you understand which you might benefit from most at this point in your career.,,Do,UK,,Phil Drinkwater,https://phildrinkwater.coach/mentor-or-coach-a-quiz-to-help-you-decide/,All,All,All,,,Phil Drinkwater,Content writer,https://phildrinkwater.coach/mentor-or-coach-a-quiz-to-help-you-decide/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Share,Teaching,5,,Diagnostic,450,,Want to be a mentor?,Are you cut out to be a mentor?,Take this quiz to help you determine whether you could be a mentor.,,Do,UK,,Biz catalyst,https://www.bizcatalyst360.com/think-youre-cut-out-to-be-a-mentor-take-this-quiz/,All,All,All,,,Biz catalyst,Content writer,https://www.bizcatalyst360.com/think-youre-cut-out-to-be-a-mentor-take-this-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning,Upskill,Advanced learning,4,,Diagnostic,451,,IQ test,Find out what your IQ is,IQ is one of the most solid concepts in social science and is broadly agreed to be the most effective way of measuring intelligence. Find out what your IQ is with this quiz,,Do,UK,,LDR labs,https://www.idrlabs.com/iq-16/test.php,All,All,All,https://www.psychologicalscience.org/news/releases/learning-new-skills-keeps-an-aging-mind-sharp.html,,LDR labs,Content writer,https://www.idrlabs.com/iq-16/test.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
